status,category,region,number_of_employees,company_age,number_of_funding_rounds,total_funding_usd,number_of_business_milestones,relationships
acquired,web,Americas,NA,NA,1,7069789,2,2
closed,web,Americas,NA,NA,1,4702037,NA,NA
acquired,web,Americas,NA,5,1,7070293,3,8
acquired,network_hosting,Americas,235,7,5,74740422,3,19
acquired,photo_video,Americas,NA,13,3,14140197,NA,13
acquired,enterprise,Americas,NA,NA,3,3959880,5,6
closed,web,Europe,NA,6,1,1461333,2,4
acquired,web,Americas,288,13,3,101000258,3,6
acquired,web,Americas,NA,6,2,722196,3,4
acquired,web,Americas,NA,8,4,54449617,6,26
acquired,games_video,Americas,NA,14,0,0,NA,9
acquired,web,Americas,355,19,1,0,3,30
acquired,web,Americas,20,6,2,2777167,3,11
acquired,mobile,Americas,28,8,2,11109862,4,14
acquired,mobile,Europe,NA,9,3,45975295,4,8
closed,games_video,Americas,0,6,1,5049993,1,2
closed,software,Americas,39,7,4,32671087,3,10
closed,web,Americas,0,10,0,0,NA,2
acquired,search,Americas,101,9,6,237372688,3,24
ipo,hardware,Americas,NA,37,0,0,4,474
closed,hardware,Americas,NA,NA,3,23016594,3,3
ipo,nanotech,Americas,NA,13,7,507888629,5,18
closed,cleantech,Americas,4,NA,4,122067381,2,16
ipo,cleantech,Americas,NA,6,4,300897232,2,11
acquired,network_hosting,Americas,NA,7,2,14644828,3,10
acquired,mobile,Europe,NA,12,2,35640916,2,6
acquired,web,Americas,7,6,2,116770,3,10
closed,web,Americas,NA,NA,1,990019,NA,1
ipo,automotive,Americas,498,10,12,831227978,5,42
acquired,web,Europe,NA,7,0,0,3,1
closed,web,Americas,10,10,3,5756775,2,6
acquired,games_video,Americas,NA,7,2,9553511,3,5
acquired,web,Americas,30,9,0,0,3,9
acquired,web,Americas,11,6,3,5544005,4,9
acquired,web,Americas,NA,13,1,0,3,38
closed,web,Americas,NA,NA,1,0,NA,NA
closed,games_video,Americas,NA,7,1,0,NA,6
closed,network_hosting,Americas,NA,NA,0,0,2,1
acquired,web,Americas,NA,7,4,9899973,3,8
acquired,web,Americas,25,8,1,5050509,NA,1
acquired,ecommerce,Americas,NA,7,1,29700284,1,2
acquired,network_hosting,Americas,NA,NA,1,9900155,0,9
acquired,web,Americas,NA,NA,0,0,NA,NA
acquired,network_hosting,Americas,NA,7,5,79199309,3,16
acquired,web,Americas,NA,NA,0,0,NA,3
acquired,software,Americas,37,7,5,9054569,NA,9
acquired,web,Americas,NA,9,4,41579679,4,14
acquired,network_hosting,Americas,2,6,2,505005,3,4
acquired,games_video,Americas,NA,5,3,23066922,2,15
closed,advertising,Americas,NA,8,3,15719770,NA,1
closed,mobile,Americas,NA,NA,2,9405471,2,8
acquired,ecommerce,Americas,NA,14,0,0,NA,8
acquired,web,Europe,NA,10,0,0,1,3
acquired,web,Americas,197,9,0,0,2,12
closed,public_relations,Asia,NA,NA,2,1514907,1,4
acquired,search,Asia,27,6,2,4040060,0,5
closed,web,Asia,15,6,1,605924,1,3
acquired,ecommerce,Americas,3,6,1,0,NA,2
acquired,advertising,Americas,12,7,2,3333171,3,4
acquired,enterprise,Americas,1221,12,0,0,3,64
acquired,network_hosting,Americas,178,8,4,50787029,2,7
acquired,ecommerce,Americas,NA,NA,2,34339800,3,12
closed,web,Americas,NA,9,2,4039790,3,3
ipo,games_video,Americas,115,6,9,868817054,3,109
closed,mobile,Europe,NA,10,3,40400531,3,2
closed,mobile,Europe,NA,NA,3,509852446,3,11
acquired,network_hosting,Europe,NA,NA,0,0,NA,3
closed,public_relations,Americas,NA,NA,2,10655475,1,8
closed,software,Americas,NA,NA,1,0,NA,NA
acquired,web,Americas,NA,6,1,2970018,2,1
acquired,web,Americas,NA,NA,1,0,NA,9
acquired,enterprise,Americas,NA,NA,0,9157333,1,2
acquired,web,Americas,NA,NA,2,4949874,3,2
closed,web,Americas,NA,NA,2,12869415,1,1
acquired,enterprise,Europe,4,6,1,505117,NA,4
acquired,web,Americas,NA,NA,1,2970343,2,10
acquired,software,Americas,447,10,3,60389523,2,23
ipo,advertising,Europe,689,8,5,63993204,3,25
acquired,advertising,Americas,NA,8,6,71280682,2,25
acquired,ecommerce,Americas,NA,NA,4,3563977,1,7
acquired,web,Americas,NA,22,0,0,2,11
acquired,games_video,Americas,NA,NA,1,3267176,2,4
acquired,software,Americas,15,6,2,13634632,4,16
acquired,web,Americas,NA,NA,0,50498732,4,14
closed,web,Americas,1,6,1,0,NA,2
acquired,search,Americas,505,NA,4,65650484,3,28
closed,network_hosting,Americas,NA,8,1,14849859,2,12
acquired,advertising,Americas,51,7,6,28017110,2,14
closed,network_hosting,Americas,NA,5,2,55044241,2,9
ipo,enterprise,Americas,51500,84,0,0,1,257
ipo,other,Americas,NA,NA,1,1979881,4,278
acquired,web,NA,36,13,0,0,3,8
acquired,public_relations,Americas,NA,6,0,0,NA,NA
acquired,web,Americas,160,NA,0,0,3,9
ipo,web,Americas,NA,14,2,64944266,5,36
acquired,web,Americas,NA,16,0,0,3,12
closed,games_video,Europe,NA,6,0,0,3,NA
closed,legal,Americas,3,NA,2,1009944,NA,2
acquired,web,Americas,5,6,1,908894,NA,4
closed,web,Americas,10,6,0,1980175,1,1
acquired,news,Europe,NA,6,3,18170700,4,11
acquired,security,Americas,108,8,2,20200310,1,1
ipo,enterprise,Americas,3534,14,3,100915291,3,155
acquired,web,Americas,NA,7,0,0,2,4
closed,web,Americas,4,6,1,0,NA,4
acquired,web,Americas,20,7,1,2323049,3,15
acquired,web,Americas,23,10,0,0,2,5
acquired,web,Oceania,NA,NA,0,0,NA,NA
acquired,public_relations,Americas,NA,7,0,0,1,1
closed,web,Americas,4,6,0,0,NA,5
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,web,NA,NA,NA,0,0,NA,1
acquired,web,Americas,9,7,1,2726895,2,2
closed,web,Americas,3,6,1,10102,NA,2
acquired,software,Americas,NA,17,1,6930003,NA,7
acquired,NA,NA,NA,NA,0,0,1,3
acquired,web,Americas,NA,11,0,0,3,2
acquired,mobile,NA,NA,NA,0,0,1,3
closed,web,Europe,11,6,1,0,NA,5
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,games_video,Americas,NA,NA,1,11880549,3,9
closed,web,Americas,NA,NA,2,7226548,3,1
closed,web,Americas,5,6,1,742555,NA,0
acquired,web,Americas,NA,NA,0,0,5,15
acquired,web,Americas,NA,14,2,19799994,NA,5
closed,web,Americas,11,7,0,0,0,3
closed,web,Americas,11,6,1,980168,NA,2
acquired,NA,Americas,NA,15,0,0,NA,4
acquired,software,Americas,NA,12,0,0,NA,NA
acquired,web,NA,NA,NA,1,15159,2,2
acquired,advertising,Americas,NA,17,0,0,3,105
acquired,web,Europe,NA,8,4,22852878,4,10
acquired,software,Americas,23,13,2,3635549,NA,2
acquired,web,Americas,321,7,2,8910122,3,11
acquired,ecommerce,Americas,NA,7,2,9405515,3,6
closed,web,Asia,NA,6,1,202009,2,1
closed,advertising,Americas,59,0,1,99010,2,6
acquired,web,Asia,40,11,0,0,3,7
acquired,web,Americas,10,10,0,0,NA,1
acquired,web,Americas,65,17,0,0,NA,3
acquired,advertising,NA,NA,18,1,1484869,1,6
closed,web,Europe,5,7,1,245329,NA,1
acquired,software,Americas,NA,NA,0,0,3,9
closed,web,Americas,8,8,1,4039766,4,7
acquired,advertising,Americas,8,NA,0,0,NA,NA
acquired,NA,NA,NA,NA,0,0,NA,4
acquired,web,Americas,NA,NA,0,0,NA,5
acquired,web,Americas,11,7,1,1009961,NA,4
acquired,web,Americas,9,6,0,0,NA,14
closed,web,Americas,NA,5,1,0,1,2
acquired,web,Americas,NA,15,3,6695927,4,7
closed,web,Americas,10,7,1,296972,NA,7
ipo,travel,Americas,NA,8,6,507938027,4,30
acquired,web,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,17,0,0,NA,2
acquired,NA,Americas,NA,8,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,other,NA,NA,17,0,0,NA,NA
acquired,NA,Europe,NA,16,0,0,NA,NA
acquired,NA,NA,NA,NA,0,0,NA,1
acquired,games_video,Americas,NA,101,0,0,NA,18
ipo,hardware,Americas,398,15,1,0,3,16
ipo,games_video,Americas,2021,16,2,227699688,3,69
closed,web,Asia,3,6,0,0,1,3
acquired,music,Americas,59,8,7,25148985,3,12
acquired,NA,Americas,NA,NA,0,0,1,6
acquired,games_video,Americas,50,2,4,16928623,2,14
acquired,mobile,Americas,NA,14,3,119482919,2,18
acquired,web,Asia,NA,NA,0,0,1,NA
ipo,consulting,Asia,115937,32,0,0,2,35
acquired,software,Americas,NA,12,1,9900106,2,11
acquired,web,Asia,NA,12,1,5197158,2,7
acquired,enterprise,Americas,12,6,2,4687005,2,6
acquired,network_hosting,Europe,10,6,2,0,1,7
acquired,software,Americas,NA,NA,0,0,NA,5
closed,NA,Americas,NA,16,0,0,1,6
acquired,enterprise,Americas,39,7,1,0,NA,5
acquired,network_hosting,Americas,NA,15,3,8712089,2,3
acquired,web,Americas,NA,12,0,0,NA,2
acquired,software,Americas,NA,7,0,0,2,1
acquired,web,Americas,10104,NA,0,0,2,11
closed,advertising,Europe,NA,5,0,0,NA,1
acquired,search,Americas,NA,NA,0,0,NA,NA
closed,web,Asia,5,5,0,0,NA,1
ipo,web,Americas,NA,32,0,0,3,6
acquired,mobile,Americas,20,6,1,0,NA,4
closed,web,Americas,3,6,0,0,NA,NA
acquired,enterprise,Americas,NA,NA,0,0,1,58
closed,games_video,Americas,5,6,1,505072,2,5
acquired,web,Americas,NA,13,0,0,3,17
closed,web,Americas,NA,5,1,16867624,2,7
closed,search,Americas,8,7,1,1979906,1,3
closed,games_video,Europe,6,6,1,0,NA,3
closed,games_video,Americas,NA,7,3,9796757,4,5
acquired,NA,Americas,NA,NA,0,0,NA,1
acquired,search,Americas,NA,15,1,26260390,NA,2
acquired,search,Americas,NA,NA,0,0,1,19
acquired,ecommerce,Americas,NA,12,1,0,3,35
closed,web,NA,NA,NA,1,5555132,1,3
acquired,mobile,Americas,20,8,2,11614475,6,10
ipo,software,Americas,8071,30,0,6767469,3,164
closed,web,Americas,NA,5,0,0,2,1
closed,games_video,Americas,NA,12,0,0,1,4
acquired,advertising,Americas,NA,8,3,17423873,3,9
acquired,games_video,Americas,4,6,0,0,2,3
acquired,games_video,Europe,NA,NA,2,18745118,NA,8
acquired,web,Americas,NA,5,1,989974,2,NA
closed,mobile,Americas,NA,6,0,0,1,0
ipo,software,Europe,NA,17,1,13299989,3,31
acquired,mobile,Americas,18,9,3,11311743,2,8
acquired,mobile,Europe,3,NA,0,0,0,3
ipo,hardware,Americas,80802,29,0,0,4,163
acquired,NA,Americas,NA,NA,1,10099946,3,5
closed,web,Americas,2,6,1,0,NA,NA
ipo,web,Americas,NA,17,4,56873171,3,19
closed,software,Americas,NA,NA,1,0,2,2
acquired,software,Americas,NA,NA,4,34649611,2,34
acquired,ecommerce,Americas,2,6,0,0,NA,2
acquired,enterprise,Americas,NA,10,4,41409822,2,6
acquired,NA,NA,NA,NA,0,0,NA,1
acquired,advertising,Asia,NA,8,2,4342662,NA,5
acquired,web,NA,NA,NA,0,0,2,1
acquired,enterprise,NA,35,7,1,6930112,3,10
acquired,web,Americas,NA,NA,1,0,NA,NA
acquired,web,Americas,NA,10,0,0,NA,NA
acquired,software,Americas,NA,18,0,0,3,96
closed,web,Americas,6,8,1,0,NA,NA
closed,web,Americas,NA,NA,1,2019956,2,7
acquired,games_video,Americas,NA,8,2,21532830,2,8
ipo,web,Americas,NA,17,3,19403336,4,17
acquired,web,Americas,NA,NA,0,0,1,1
acquired,web,Americas,25,NA,4,8215220,1,7
acquired,advertising,Americas,NA,10,1,44550825,NA,19
acquired,web,Americas,12,5,1,891186,3,5
acquired,web,Americas,NA,5,0,0,1,3
closed,web,Americas,4,7,0,0,NA,1
closed,web,NA,1,6,1,252504,NA,3
closed,web,Americas,NA,5,1,0,3,2
acquired,web,Americas,NA,14,0,0,3,26
acquired,security,Americas,NA,30,0,0,2,22
acquired,security,Americas,NA,NA,1,15246071,NA,14
closed,web,Americas,NA,NA,0,0,1,3
closed,web,Europe,NA,NA,0,0,NA,2
acquired,web,Americas,NA,NA,1,60603,NA,NA
closed,web,Americas,1,9,0,0,NA,1
acquired,advertising,Americas,NA,4,0,0,NA,7
acquired,software,Americas,13,7,1,0,2,9
acquired,games_video,Americas,150,12,1,9899404,3,7
acquired,advertising,Americas,15,8,3,11375095,2,9
acquired,web,Americas,NA,15,0,0,2,14
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,web,Americas,NA,14,0,0,1,20
ipo,consulting,Americas,NA,NA,0,0,3,17
acquired,games_video,Americas,NA,9,3,8079876,1,NA
closed,software,Americas,NA,NA,1,0,1,3
closed,web,Americas,3,7,1,1010110,2,2
acquired,web,Americas,NA,NA,0,0,NA,1
acquired,enterprise,Americas,NA,9,0,0,2,2
ipo,other,Americas,NA,NA,0,0,3,31
closed,web,Americas,NA,7,0,0,2,NA
acquired,games_video,Americas,80,16,1,0,NA,NA
acquired,web,Americas,65,7,2,10099940,2,4
acquired,enterprise,Americas,102,7,4,16463614,NA,8
closed,games_video,Europe,NA,6,0,0,1,4
acquired,advertising,Americas,NA,7,0,0,NA,7
closed,web,Americas,3,6,1,0,NA,3
closed,enterprise,Americas,NA,6,1,0,NA,3
acquired,advertising,Americas,50,8,4,12944572,2,10
acquired,web,Europe,695,NA,0,0,2,2
acquired,web,Americas,15,6,0,0,NA,6
acquired,security,Americas,NA,NA,0,0,NA,1
acquired,network_hosting,Americas,NA,10,2,9493848,3,2
closed,web,Asia,11,5,1,0,NA,1
acquired,software,Americas,3,7,0,0,NA,3
acquired,web,Americas,NA,6,0,0,NA,1
acquired,NA,NA,NA,NA,0,0,NA,1
acquired,public_relations,Americas,NA,14,6,69992549,2,4
closed,games_video,NA,NA,NA,0,0,3,4
acquired,web,Americas,NA,6,2,5554716,2,13
closed,web,Americas,NA,5,1,0,1,NA
ipo,hardware,Americas,7922,32,0,0,2,31
closed,games_video,Americas,12,6,1,227265,NA,2
acquired,software,Americas,NA,17,2,0,1,5
acquired,hardware,Americas,NA,12,1,36630276,NA,2
closed,hardware,Americas,NA,30,0,0,4,2
closed,search,Americas,54,8,5,44035257,3,7
closed,mobile,Americas,29,7,2,30195034,1,5
closed,web,Americas,NA,NA,0,0,1,1
acquired,software,Americas,159,11,1,12869630,1,6
ipo,advertising,Americas,495,14,1,4036,3,29
ipo,enterprise,Americas,894,8,3,176750142,3,18
acquired,mobile,Americas,100,17,0,0,1,2
acquired,web,Americas,14,8,1,4950181,2,7
acquired,web,Americas,NA,8,0,0,2,11
acquired,advertising,Americas,NA,11,2,12127863,1,8
closed,security,Americas,NA,NA,1,2110967,NA,5
acquired,web,Americas,121,6,4,27334946,4,16
closed,web,Americas,NA,NA,0,0,1,1
acquired,web,Americas,NA,17,0,0,1,20
ipo,games_video,Asia,353,NA,1,545685292,3,5
acquired,web,Americas,NA,NA,1,4851299,4,3
acquired,software,Americas,NA,NA,0,0,2,2
acquired,advertising,Americas,18,5,2,8216610,4,13
acquired,web,Americas,NA,NA,0,0,1,NA
acquired,software,Americas,70,16,0,0,1,5
acquired,advertising,Americas,NA,10,3,9899648,2,10
closed,web,Americas,NA,6,1,0,3,4
acquired,software,Europe,NA,13,0,0,NA,1
ipo,hardware,Americas,NA,16,0,0,3,15
acquired,enterprise,Americas,NA,NA,2,13879737,1,9
acquired,software,NA,NA,6,0,0,2,1
closed,web,Europe,13,8,1,0,NA,3
ipo,software,Americas,NA,15,0,0,3,34
acquired,network_hosting,Americas,NA,23,0,0,1,3
acquired,advertising,Americas,NA,29,0,0,2,88
acquired,NA,Americas,NA,NA,0,0,2,2
acquired,other,Americas,NA,14,0,0,1,5
closed,software,Americas,NA,6,2,14745655,3,8
acquired,software,Americas,NA,9,2,3465008,NA,5
closed,mobile,Americas,3,7,1,1009932,4,5
acquired,software,Americas,29,9,2,15048354,NA,12
acquired,public_relations,Americas,NA,10,1,14850028,1,7
closed,software,Americas,NA,NA,2,11384855,1,2
closed,software,Americas,NA,NA,2,15756074,NA,1
acquired,network_hosting,Americas,NA,NA,0,0,NA,1
closed,search,Americas,20,8,1,5049809,1,8
ipo,network_hosting,Americas,NA,15,1,504863,2,13
acquired,search,NA,NA,14,1,4037,2,0
acquired,web,Americas,2,5,2,0,1,3
acquired,web,Americas,NA,8,0,0,1,8
acquired,games_video,Europe,NA,6,3,20789157,2,16
acquired,software,Americas,NA,NA,1,11117800,NA,8
acquired,web,Americas,NA,17,0,0,2,15
acquired,web,Europe,NA,14,0,0,2,4
acquired,web,Americas,NA,NA,0,0,2,5
acquired,games_video,Americas,3,NA,1,0,1,4
closed,games_video,NA,3,NA,0,0,1,2
closed,network_hosting,Americas,2,NA,1,0,2,2
closed,search,Americas,2,4,1,0,2,2
closed,games_video,NA,3,NA,2,222699,1,2
closed,mobile,NA,2,NA,1,0,1,2
acquired,public_relations,NA,4,NA,2,252464,2,6
acquired,web,Americas,NA,8,0,0,NA,6
closed,web,Americas,NA,NA,1,0,NA,NA
closed,web,Americas,NA,6,1,0,1,NA
closed,web,Americas,NA,9,1,0,1,NA
acquired,web,Americas,NA,8,2,0,1,1
ipo,enterprise,Europe,NA,41,0,0,3,204
ipo,software,Americas,391820,NA,0,0,5,859
acquired,advertising,Americas,NA,NA,0,0,NA,NA
acquired,advertising,Americas,NA,NA,0,0,2,3
acquired,software,Americas,NA,15,0,0,NA,4
closed,mobile,Americas,NA,5,2,4949761,NA,4
ipo,web,Americas,NA,25,0,0,2,35
closed,web,Americas,NA,NA,3,24749195,3,5
closed,software,Americas,207,11,3,36630496,4,34
acquired,advertising,Europe,NA,6,0,0,2,2
closed,software,Asia,5,NA,1,0,NA,1
acquired,software,Americas,NA,NA,5,5603505,4,19
acquired,web,Americas,NA,6,1,0,NA,4
closed,web,Americas,NA,NA,1,346514,2,5
acquired,enterprise,Americas,NA,NA,1,7070033,3,12
ipo,software,Americas,NA,33,0,0,3,68
ipo,security,Americas,NA,31,0,0,4,183
acquired,software,Americas,NA,14,1,6564842,3,2
closed,mobile,Asia,NA,1,1,5939818,1,5
acquired,games_video,Americas,3,6,0,0,2,2
acquired,NA,Americas,NA,17,0,0,NA,3
acquired,games_video,Americas,4,7,3,434337,1,4
ipo,software,Americas,84,15,2,42075126,3,38
ipo,public_relations,Europe,77804,NA,0,0,3,92
acquired,web,Americas,NA,7,2,8483889,3,10
acquired,NA,NA,NA,NA,0,0,1,18
ipo,advertising,Americas,NA,14,0,0,3,49
acquired,advertising,Americas,NA,10,0,0,4,14
acquired,web,Americas,NA,12,0,0,2,10
closed,web,Europe,NA,NA,1,0,NA,1
closed,web,Americas,2,6,0,0,3,2
acquired,public_relations,Europe,545,15,1,61380042,1,28
acquired,software,Americas,NA,NA,0,0,1,7
acquired,software,Americas,10,7,0,0,NA,NA
acquired,ecommerce,Americas,275,3,1,22274980,3,10
closed,enterprise,Americas,10,4,2,3465096,2,7
acquired,mobile,Americas,12,10,1,3029801,1,2
acquired,web,Americas,10,NA,2,2970010,2,19
acquired,games_video,Americas,NA,NA,0,0,1,2
ipo,messaging,Americas,NA,15,1,3623180,3,22
acquired,software,Americas,NA,13,2,4461795,3,21
ipo,software,Americas,NA,15,3,51381585,2,31
acquired,games_video,Europe,15,7,2,5979392,0,6
acquired,web,Americas,NA,17,0,0,3,9
acquired,games_video,Americas,NA,NA,1,989955,1,1
closed,enterprise,Americas,45,14,3,4128499,2,4
closed,web,Europe,2,6,0,0,NA,8
acquired,software,Americas,213,9,2,29290440,3,6
acquired,enterprise,Americas,20,6,0,0,3,3
closed,web,Americas,NA,NA,2,15351181,1,6
acquired,web,Americas,NA,11,0,0,1,9
ipo,web,Americas,NA,NA,0,0,3,6
acquired,ecommerce,Americas,22367439,27,3,47773580,2,20
closed,games_video,Americas,2,6,1,43638,NA,2
acquired,web,Americas,10,5,3,12840148,4,9
acquired,software,Americas,NA,NA,0,0,3,3
acquired,NA,NA,3,7,0,0,4,2
acquired,network_hosting,Asia,NA,9,1,8080341,3,4
acquired,software,Americas,NA,35,1,20096965,2,30
ipo,web,Asia,NA,15,0,0,3,30
ipo,ecommerce,Americas,50498,98,1,303000564,3,32
ipo,mobile,Europe,70,14,1,10301582,3,15
acquired,software,Americas,NA,11,2,9089762,1,3
acquired,NA,Americas,9,7,0,0,2,4
acquired,NA,Americas,NA,24,0,0,1,7
closed,search,Americas,NA,7,1,3959830,2,9
ipo,software,Americas,258,6,7,109483087,2,27
acquired,enterprise,Americas,25,9,0,0,NA,7
closed,network_hosting,Americas,10,8,1,990042,2,3
acquired,web,NA,NA,NA,0,0,1,3
acquired,web,Americas,NA,9,2,6565363,3,4
acquired,software,Europe,NA,7,2,10562326,NA,6
acquired,software,Americas,NA,NA,1,1110989,1,1
closed,web,Americas,5,6,1,197942,NA,1
acquired,mobile,Americas,NA,21,1,98998375,3,47
acquired,mobile,NA,NA,14,1,0,5,50
acquired,ecommerce,Americas,NA,NA,1,2593697,1,1
acquired,web,NA,NA,7,0,0,NA,NA
acquired,search,Americas,NA,NA,1,1484991,1,3
acquired,software,Americas,221,12,1,2524859,3,5
acquired,NA,NA,NA,NA,0,0,2,1
acquired,software,Americas,7,7,1,494914,2,1
closed,web,Americas,3,7,1,198018,NA,2
ipo,web,Americas,NA,16,0,0,3,44
acquired,public_relations,Americas,NA,NA,0,0,1,21
acquired,software,Americas,NA,21,0,0,3,70
acquired,web,Europe,7,6,0,0,2,4
closed,web,Americas,NA,6,1,1187923,2,1
acquired,web,Americas,NA,NA,0,0,1,8
closed,web,Europe,10,7,1,1550474,1,4
closed,ecommerce,Americas,2,6,1,101032,1,NA
acquired,mobile,Americas,60,13,3,27225509,3,22
acquired,software,Americas,30,5,5,35641322,3,9
ipo,web,Americas,NA,17,0,0,3,52
acquired,games_video,NA,NA,7,1,0,2,5
closed,software,Americas,NA,13,0,0,2,10
ipo,software,Americas,306,19,0,0,1,4
acquired,search,Americas,NA,7,1,6039526,2,10
acquired,software,NA,NA,8,0,0,2,2
acquired,ecommerce,Americas,NA,14,1,5940085,2,6
acquired,software,Americas,18,9,1,0,1,3
ipo,advertising,Americas,NA,7,8,101271507,5,34
acquired,advertising,Americas,69,NA,0,0,NA,1
acquired,mobile,Americas,NA,9,6,112615096,2,14
ipo,search,Asia,6068,14,1,151497825,4,35
ipo,news,Asia,NA,NA,1,178197804,3,10
acquired,software,Europe,12,12,3,27270684,2,9
closed,games_video,Americas,10,6,1,1009992,2,1
acquired,games_video,Europe,NA,11,1,24750305,3,7
acquired,software,Americas,50,9,4,33329254,2,4
acquired,web,NA,NA,NA,0,0,1,1
acquired,advertising,Americas,NA,12,0,0,2,5
acquired,games_video,Americas,NA,7,2,3464991,2,5
acquired,NA,NA,NA,NA,0,0,1,2
acquired,web,NA,NA,14,0,0,NA,2
acquired,software,Americas,NA,16,0,0,NA,2
closed,web,Americas,NA,6,1,505075,2,4
acquired,ecommerce,Americas,10,6,2,8079772,3,16
ipo,software,Americas,NA,NA,0,0,2,35
acquired,software,Americas,NA,17,3,50539150,2,13
acquired,advertising,Americas,NA,8,1,1514744,NA,4
ipo,games_video,Americas,101048,50,1,717754034,3,97
acquired,web,Americas,NA,NA,0,0,NA,3
ipo,advertising,Americas,NA,111,0,0,2,14
acquired,ecommerce,NA,2,4,0,0,1,2
acquired,web,Americas,NA,NA,0,0,1,1
ipo,web,Americas,NA,17,9,180772383,3,21
acquired,web,NA,NA,NA,1,4950449,3,10
acquired,enterprise,Oceania,2,7,0,0,NA,2
closed,consulting,Asia,6,6,1,7075,NA,1
acquired,network_hosting,Americas,607,15,0,0,3,16
acquired,network_hosting,Americas,NA,14,0,0,1,3
acquired,mobile,Europe,NA,NA,0,0,NA,NA
acquired,hardware,Americas,239,32,0,0,2,13
acquired,web,NA,NA,17,0,0,NA,1
acquired,other,Americas,NA,NA,0,0,2,7
acquired,mobile,Americas,8,6,2,883660,NA,9
ipo,advertising,Americas,126,20,0,0,4,14
ipo,semiconductor,Americas,30487,83,3,25753977,2,144
acquired,software,Americas,NA,NA,1,10890339,NA,6
acquired,software,Americas,NA,15,0,0,1,6
acquired,advertising,Americas,NA,8,3,23027338,2,7
acquired,web,Americas,NA,17,0,0,2,16
closed,web,Oceania,NA,5,0,0,2,2
closed,web,NA,NA,NA,0,0,NA,NA
acquired,web,Americas,5,6,0,0,NA,1
acquired,web,Americas,NA,NA,1,14850,2,2
acquired,enterprise,Americas,15,5,1,1286925,2,3
acquired,security,Europe,NA,14,0,0,1,15
closed,NA,NA,NA,NA,0,0,2,NA
acquired,enterprise,Americas,NA,8,6,15477765,3,10
closed,games_video,Americas,NA,7,2,1979840,2,5
acquired,web,Americas,NA,6,2,4553774,3,10
acquired,mobile,Europe,4,6,1,399015,3,5
closed,web,NA,NA,10,2,523218,1,3
acquired,games_video,Americas,15,9,0,0,NA,NA
acquired,web,Europe,NA,10,2,0,2,21
closed,web,Americas,6,8,3,5147870,0,1
acquired,mobile,Americas,NA,22,0,0,NA,4
ipo,social,Americas,NA,5,0,0,NA,13
acquired,web,Americas,NA,NA,1,554472,NA,1
acquired,public_relations,Americas,NA,NA,0,0,3,40
acquired,web,Americas,8,6,3,3484306,2,5
acquired,travel,,NA,2,3,30805068,4,17
closed,web,Europe,15,7,1,0,1,3
acquired,public_relations,Europe,2,5,0,0,1,2
closed,web,Americas,3,5,0,0,NA,4
acquired,NA,NA,NA,NA,0,0,NA,2
acquired,web,NA,NA,NA,0,0,NA,1
closed,other,Americas,2,3,0,0,2,NA
acquired,games_video,Americas,125,6,1,2970223,NA,1
closed,web,Americas,NA,NA,0,0,3,3
acquired,software,Oceania,11,13,0,0,1,5
closed,web,Americas,10,5,0,1211921,1,3
